result,coverage,p-value,capitalRisk
1,0.004683597641601577,4.622990724495354e-183,0.010761201714076296
2,0.005523731861444539,6.009625417926962e-178,0.010761201714076296
3,0.0063638660812875,5.816313377543468e-175,0.010761201714076296
4,0.0063638660812875,4.652833079405684e-171,0.010761201714076296
5,0.007204000301130462,1.4826220662992432e-170,0.010761201714076296
6,0.007204000301130462,2.1011719859128068e-166,0.010761201714076296
7,0.007204000301130462,1.608252800326208e-165,0.010761201714076296
8,0.007204000301130462,7.899468753747665e-165,0.010761201714076296
9,0.007204000301130462,8.706188955697133e-163,0.010761201714076296
10,0.007204000301130462,9.716651764842273e-163,0.010761201714076296
11,0.007204000301130462,6.154505068126112e-162,0.010761201714076296
12,0.007204000301130462,9.81943509154421e-162,0.010761201714076296
13,0.007204000301130462,1.5157095425382326e-159,0.010761201714076296
14,0.008044134520973424,2.1667192841804558e-159,0.010761201714076296
15,0.008884268740816386,1.118038393876271e-158,0.010761201714076296
16,0.008884268740816386,1.3186829335658148e-158,0.010761201714076296
17,0.012727732162575,2.3942652673447355e-158,0.010761201714076296
18,0.012727732162575,6.582531131683425e-157,0.010761201714076296
19,0.012727732162575,1.5761382772557427e-155,0.010761201714076296
20,0.012727732162575,2.133049979260062e-155,0.010761201714076296
21,0.012727732162575,2.1852119082348346e-155,0.010761201714076296
22,0.012727732162575,6.463297089137326e-155,0.010761201714076296
23,0.013567866382417963,1.442947170184587e-154,0.010761201714076296
24,0.013567866382417963,1.604908655819452e-154,0.010761201714076296
25,0.013567866382417963,1.87191561161747e-154,0.010761201714076296
26,0.013567866382417963,1.559778882454847e-153,0.010761201714076296
27,0.013567866382417963,2.151873156265175e-153,0.010761201714076296
28,0.013567866382417963,2.9669007583254444e-153,0.010761201714076296
29,0.013567866382417963,3.5297739330291315e-153,0.010761201714076296
30,0.013567866382417963,1.074398275943454e-152,0.010761201714076296
31,0.013567866382417963,1.2635389557688985e-152,0.010761201714076296
32,0.013567866382417963,2.5412145556197495e-152,0.010761201714076296
33,0.013567866382417963,4.116378064603544e-152,0.010761201714076296
34,0.013567866382417963,4.345706024019671e-152,0.010761201714076296
35,0.013567866382417963,1.2975510858780282e-151,0.010761201714076296
36,0.013567866382417963,2.4973891861831837e-151,0.010761201714076296
37,0.013567866382417963,2.821153578221182e-151,0.010761201714076296
38,0.013567866382417963,3.383324942120245e-151,0.010761201714076296
39,0.013567866382417963,5.481068471918172e-151,0.010761201714076296
