result,coverage,p-value,capitalRisk
1,0.17239964016366277,6.5705603590920065e-93,0.0009937383238852093
2,0.3088411943647947,1.440533672631076e-141,0.0009937383238852093
3,0.36828013646318386,2.9253714964157703e-97,0.0009937383238852093
4,0.40668620960206064,2.801094732942012e-41,0.0009937383238852093
5,0.4250253476081556,9.117069599720146e-62,0.0009937383238852093
6,0.4312447409000123,3.854785683333103e-18,0.0009937383238852054
7,0.43281772262566576,1.5463324395137946e-11,0.000993738308421881
8,0.4341547570924712,7.6469724031659e-31,0.000993738308421881
9,0.4368620927476736,4.1021206646264896e-14,0.0009937383083808598
10,0.43768096852838145,7.550352804746654e-19,0.0009937383083808591
11,0.4403410236435681,9.937804569654824e-07,0.0009927445279238937
12,0.4410997560053539,2.4100615714186735e-16,0.0009927445279236525
13,0.4422153415517187,2.3859668322576245e-11,0.0009927445040639844
14,0.4443648844337387,0.0001148577238979445,0.0008778867801660398
15,0.4446285901936277,5.242126638650467e-05,0.0008254655137795351
16,0.4453847697934658,1.075109576203316e-06,0.0008243904042033318
17,0.44554206796603113,1.3388870107244548e-05,0.0008110015340960872
18,0.4457600177433257,0.0006390064036629437,0.00017199513043314354
19,0.4459232741647449,0.00017199513043314362,0.0
