result,coverage,p-value,capitalRisk
1,0.03884922564489301,3.981692466083745e-39,0.0004428781442544525
2,0.05951538955347263,2.5667201099406284e-56,0.0004428781442544525
3,0.07337933513170392,8.44457143036309e-56,0.0004428781442544525
4,0.0819915800296631,1.4549116566994472e-35,0.0004428781442544525
5,0.09827729431537738,2.0322409314878676e-91,0.0004428781442544525
6,0.10015593244155152,4.080224313084597e-67,0.0004428781442544525
7,0.10169215869251166,3.1475822424418813e-88,0.0004428781442544525
8,0.10536202982817268,1.623823476031236e-06,0.00044125432077842127
9,0.10830217725225516,1.918597396846881e-12,0.0004412543188598239
10,0.10830217725225516,3.086576614269853e-20,0.0004412543188598239
11,0.10878340475255593,2.796148543859079e-34,0.0004412543188598239
12,0.10910730787775838,5.348406347072473e-13,0.0004412543183249832
13,0.10982839631313253,1.0698685232041166e-13,0.00044125431821799636
14,0.10999166161925497,9.621237396297644e-05,0.0003450419442550199
15,0.11061751195939103,9.949446635235806e-07,0.00034404699959149636
16,0.11084908059672963,3.8624754228026844e-05,0.0003054222453634695
17,0.1109987404606752,8.38652145348997e-05,0.00022155703082856983
18,0.11108037311373643,6.125322461975196e-05,0.0001603038062088179
19,0.11108037311373643,0.00016030380620881787,0.0
