result,coverage,p-value,capitalRisk
1,0.002313208420078649,3.216179639397987e-26,8.679333771791843e-06
2,0.009115559312547086,3.0909357705779564e-14,8.679333740882486e-06
3,0.015917910205015522,2.086775918100814e-20,8.679333740882464e-06
4,0.018231118625094172,4.146445894675553e-24,8.679333740882464e-06
5,0.02054432704517282,1.2310276458165137e-08,8.667023464424299e-06
6,0.02285753546525147,4.631890927452131e-11,8.666977145515025e-06
7,0.02517074388533012,1.7014713614173768e-21,8.666977145515023e-06
8,0.02748395230540877,6.908604839725336e-06,1.758372305789687e-06
9,0.02979716072548742,3.499258209095007e-10,1.7580223799687777e-06
10,0.02979716072548742,4.210280818297517e-10,1.757601351886948e-06
11,0.032110369145566066,6.483033374430499e-23,1.757601351886948e-06
12,0.034423577565644715,1.4413941258211417e-06,3.1620722606580535e-07
13,0.036736785985723365,3.608721316415103e-15,3.1620722245708416e-07
14,0.039049994405802015,4.7775166259856774e-23,3.1620722245708416e-07
15,0.041363202825880664,3.8966890638493195e-10,3.1581755355069937e-07
16,0.043676411245959314,4.487232417789296e-11,3.1577268122652193e-07
17,0.04598961966603796,1.048070099758105e-09,3.1472461112676457e-07
18,0.04830282808611661,1.4867041498564065e-14,3.147245962597236e-07
19,0.05061603650619526,8.062803566245554e-09,3.06661792693478e-07
20,0.05292924492627391,1.2388146674101259e-18,3.0666179269223964e-07
21,0.05524245334635256,1.96870547532722e-23,3.0666179269223964e-07
22,0.05755566176643121,3.0666179239304167e-07,2.991974479586365e-16
23,0.06435801265889965,2.991969205149821e-16,0.0
