result,coverage,p-value,capitalRisk
1,0.018231118625094172,2.1918893992618693e-107,0.0010117941275460214
2,0.018231118625094172,6.5519185330838985e-102,0.0010117941275460214
3,0.018231118625094172,2.3997203743396173e-100,0.0010117941275460214
4,0.018231118625094172,6.457971640222809e-100,0.0010117941275460214
5,0.018231118625094172,8.960304871949419e-95,0.0010117941275460214
6,0.018231118625094172,3.039794326539094e-92,0.0010117941275460214
7,0.018231118625094172,7.197617330561133e-92,0.0010117941275460214
8,0.02285753546525147,7.245846700694116e-91,0.0010117941275460214
9,0.02285753546525147,1.0380170338620344e-90,0.0010117941275460214
10,0.02285753546525147,1.4146906232136993e-90,0.0010117941275460214
11,0.02285753546525147,2.0138086241173304e-88,0.0010117941275460214
12,0.02285753546525147,7.353240464141787e-87,0.0010117941275460214
13,0.02285753546525147,1.1360097457551212e-86,0.0010117941275460214
14,0.02285753546525147,3.451198061107323e-85,0.0010117941275460214
15,0.02285753546525147,4.609861916992679e-85,0.0010117941275460214
16,0.02285753546525147,1.6329053826055378e-84,0.0010117941275460214
17,0.02285753546525147,5.443568479916291e-84,0.0010117941275460214
18,0.02285753546525147,2.1718577990959708e-83,0.0010117941275460214
19,0.02285753546525147,5.03338781965076e-82,0.0010117941275460214
20,0.02748395230540877,8.460432344771682e-81,0.0010117941275460214
21,0.02748395230540877,1.265434892576106e-80,0.0010117941275460214
22,0.02748395230540877,2.6215064149791135e-80,0.0010117941275460214
23,0.02748395230540877,4.8177374187136574e-80,0.0010117941275460214
24,0.02748395230540877,7.260942614352596e-80,0.0010117941275460214
25,0.02748395230540877,1.8522624493143583e-77,0.0010117941275460214
26,0.032110369145566066,4.438159502238052e-77,0.0010117941275460214
27,0.032110369145566066,9.646183906137348e-77,0.0010117941275460214
28,0.032110369145566066,2.6865048466281332e-76,0.0010117941275460214
29,0.032110369145566066,3.0839835182041983e-76,0.0010117941275460214
30,0.032110369145566066,3.665418229723631e-76,0.0010117941275460214
31,0.032110369145566066,6.970800482271969e-76,0.0010117941275460214
32,0.032110369145566066,4.860323307461843e-75,0.0010117941275460214
33,0.032110369145566066,1.30280980783419e-73,0.0010117941275460214
34,0.032110369145566066,4.66015853956479e-73,0.0010117941275460214
35,0.032110369145566066,3.822723529649688e-72,0.0010117941275460214
36,0.032110369145566066,2.1827062625738785e-71,0.0010117941275460214
37,0.032110369145566066,3.28118208665882e-71,0.0010117941275460214
38,0.032110369145566066,5.128448058851922e-71,0.0010117941275460214
39,0.032110369145566066,1.0445812616342054e-70,0.0010117941275460214
40,0.032110369145566066,4.1310356425567625e-70,0.0010117941275460214
41,0.032110369145566066,1.4054340209413237e-69,0.0010117941275460214
42,0.036736785985723365,2.203093616107892e-69,0.0010117941275460214
43,0.036736785985723365,3.711488575312505e-69,0.0010117941275460214
44,0.036736785985723365,4.245940132685721e-69,0.0010117941275460214
45,0.036736785985723365,5.067385727919629e-69,0.0010117941275460214
46,0.036736785985723365,6.685288083804146e-69,0.0010117941275460214
47,0.036736785985723365,1.2494351158504696e-68,0.0010117941275460214
48,0.036736785985723365,1.6812111108673198e-68,0.0010117941275460214
49,0.036736785985723365,2.272483048677017e-68,0.0010117941275460214
50,0.036736785985723365,1.133434025891797e-67,0.0010117941275460214
51,0.036736785985723365,1.7885829465064638e-67,0.0010117941275460214
52,0.036736785985723365,3.993817238865674e-67,0.0010117941275460214
53,0.036736785985723365,5.114690949377388e-67,0.0010117941275460214
54,0.036736785985723365,1.36760572584555e-66,0.0010117941275460214
55,0.036736785985723365,2.642248158760177e-66,0.0010117941275460214
56,0.036736785985723365,1.486674814586085e-65,0.0010117941275460214
57,0.036736785985723365,1.2171773871964011e-64,0.0010117941275460214
58,0.036736785985723365,1.8165650434405814e-64,0.0010117941275460214
59,0.036736785985723365,4.780829980217025e-64,0.0010117941275460214
60,0.036736785985723365,8.297989917128538e-64,0.0010117941275460214
61,0.036736785985723365,1.0108869171337617e-63,0.0010117941275460214
62,0.036736785985723365,1.5807331724537142e-63,0.0010117941275460214
63,0.036736785985723365,1.998538548793276e-63,0.0010117941275460214
64,0.036736785985723365,2.0617762531361472e-63,0.0010117941275460214
65,0.036736785985723365,2.2232633961172627e-63,0.0010117941275460214
66,0.036736785985723365,3.196688043769498e-63,0.0010117941275460214
67,0.036736785985723365,3.562915571073361e-63,0.0010117941275460214
68,0.036736785985723365,6.699358302496347e-63,0.0010117941275460214
69,0.036736785985723365,3.2337063221730227e-62,0.0010117941275460214
70,0.036736785985723365,3.510488586293938e-62,0.0010117941275460214
71,0.036736785985723365,8.414702346432598e-62,0.0010117941275460214
72,0.036736785985723365,1.4194440844067915e-61,0.0010117941275460214
73,0.036736785985723365,1.4835934598286676e-61,0.0010117941275460214
74,0.036736785985723365,1.7212339516870897e-61,0.0010117941275460214
75,0.036736785985723365,3.236605641503725e-61,0.0010117941275460214
76,0.036736785985723365,5.323473497837329e-61,0.0010117941275460214
77,0.041363202825880664,6.882338931464514e-61,0.0010117941275460214
78,0.041363202825880664,9.256697877295871e-61,0.0010117941275460214
79,0.041363202825880664,9.623995171123988e-61,0.0010117941275460214
80,0.041363202825880664,1.4160385424316176e-60,0.0010117941275460214
81,0.041363202825880664,3.3967536673003085e-60,0.0010117941275460214
82,0.041363202825880664,5.754787284480114e-60,0.0010117941275460214
83,0.041363202825880664,6.357459567981432e-60,0.0010117941275460214
84,0.04598961966603796,1.4212952264165911e-59,0.0010117941275460214
85,0.04598961966603796,1.5767363241090355e-59,0.0010117941275460214
86,0.04598961966603796,1.5777593108672684e-59,0.0010117941275460214
87,0.04598961966603796,2.5274653694652397e-59,0.0010117941275460214
88,0.04598961966603796,2.7054085422332123e-59,0.0010117941275460214
89,0.04598961966603796,2.7661024381301228e-59,0.0010117941275460214
90,0.04598961966603796,1.684019948032007e-58,0.0010117941275460214
91,0.04598961966603796,4.3008924171185234e-58,0.0010117941275460214
92,0.04598961966603796,6.542162724712282e-58,0.0010117941275460214
93,0.04598961966603796,8.761002819545559e-58,0.0010117941275460214
94,0.04598961966603796,1.1557182827649633e-57,0.0010117941275460214
95,0.04598961966603796,1.1781015146482892e-57,0.0010117941275460214
96,0.04598961966603796,1.2458970878300332e-57,0.0010117941275460214
97,0.04598961966603796,3.9400792508476314e-57,0.0010117941275460214
98,0.04598961966603796,9.7029733587028e-57,0.0010117941275460214
99,0.04598961966603796,2.4911128791873567e-56,0.0010117941275460214
100,0.04598961966603796,4.85949330891305e-56,0.0010117941275460214
101,0.04598961966603796,1.076948920881444e-55,0.0010117941275460214
102,0.04598961966603796,1.3292720748220972e-55,0.0010117941275460214
103,0.04598961966603796,1.5457920096853244e-55,0.0010117941275460214
104,0.04598961966603796,1.782265485575607e-55,0.0010117941275460214
105,0.04598961966603796,2.0242192577926937e-55,0.0010117941275460214
106,0.04598961966603796,2.292058916975911e-55,0.0010117941275460214
107,0.04598961966603796,2.5194127303362796e-55,0.0010117941275460214
108,0.04598961966603796,3.269471693443292e-55,0.0010117941275460214
109,0.04598961966603796,3.573930827702634e-55,0.0010117941275460214
110,0.04598961966603796,1.1174999212186249e-54,0.0010117941275460214
111,0.04598961966603796,2.1581928173279993e-54,0.0010117941275460214
112,0.04598961966603796,3.2858385253300445e-54,0.0010117941275460214
113,0.04598961966603796,3.414527828279215e-54,0.0010117941275460214
114,0.04598961966603796,3.6306125337745047e-54,0.0010117941275460214
115,0.04598961966603796,6.12178112932582e-54,0.0010117941275460214
116,0.04598961966603796,6.269408220731744e-54,0.0010117941275460214
117,0.04598961966603796,6.381170082814828e-54,0.0010117941275460214
118,0.04598961966603796,7.680127979588173e-54,0.0010117941275460214
119,0.04598961966603796,1.4203060508813516e-53,0.0010117941275460214
120,0.04598961966603796,2.4017754061142394e-53,0.0010117941275460214
121,0.04598961966603796,3.14095457685039e-53,0.0010117941275460214
122,0.04598961966603796,3.3948935195896314e-53,0.0010117941275460214
123,0.04598961966603796,3.656290909130664e-53,0.0010117941275460214
124,0.04598961966603796,6.848306781701662e-53,0.0010117941275460214
125,0.04598961966603796,2.256653583815668e-52,0.0010117941275460214
126,0.04598961966603796,2.519615135448031e-52,0.0010117941275460214
127,0.04598961966603796,2.748680522083196e-52,0.0010117941275460214
128,0.04598961966603796,4.012811728057168e-52,0.0010117941275460214
129,0.04598961966603796,5.876356206237987e-52,0.0010117941275460214
130,0.04598961966603796,1.998002116615766e-51,0.0010117941275460214
131,0.04598961966603796,3.484213867721939e-51,0.0010117941275460214
132,0.04598961966603796,4.469683105340814e-51,0.0010117941275460214
133,0.04598961966603796,6.390589161499564e-51,0.0010117941275460214
134,0.04598961966603796,8.106591623087948e-51,0.0010117941275460214
135,0.04598961966603796,9.786514424835778e-51,0.0010117941275460214
136,0.04598961966603796,1.1497606948392947e-50,0.0010117941275460214
137,0.04598961966603796,1.3338194553936695e-50,0.0010117941275460214
138,0.04598961966603796,2.4823641619753724e-50,0.0010117941275460214
139,0.04598961966603796,2.554010751326959e-50,0.0010117941275460214
140,0.04598961966603796,2.7875348456191096e-50,0.0010117941275460214
141,0.04598961966603796,2.810642536344864e-50,0.0010117941275460214
142,0.04598961966603796,4.2349595637401445e-50,0.0010117941275460214
143,0.04598961966603796,6.528084032869824e-50,0.0010117941275460214
144,0.04598961966603796,7.273895912186576e-50,0.0010117941275460214
145,0.04598961966603796,1.3300577472760606e-49,0.0010117941275460214
146,0.04598961966603796,1.3517128132083263e-49,0.0010117941275460214
147,0.04598961966603796,1.4452766386964308e-49,0.0010117941275460214
148,0.04598961966603796,1.5111243920656686e-49,0.0010117941275460214
149,0.04598961966603796,2.2220703931526104e-49,0.0010117941275460214
150,0.04598961966603796,2.315479190146654e-49,0.0010117941275460214
151,0.04598961966603796,2.419195478158243e-49,0.0010117941275460214
152,0.04598961966603796,6.454774576264693e-49,0.0010117941275460214
153,0.04598961966603796,8.110010351524202e-49,0.0010117941275460214
154,0.04598961966603796,9.865211825412216e-49,0.0010117941275460214
155,0.04598961966603796,2.0885899919567e-48,0.0010117941275460214
156,0.04598961966603796,2.3781286241059077e-48,0.0010117941275460214
