,e,e_µ,e_std,e_size,h,h_µ,h_std,h_size,t-value,p-value,e_normal,h_normal,chi-squared test,Dh_size,De_size,#h,#e,segmentation,pivot,test,p-value (FDR)
257,2018-10-07 00:00:00-2018-10-21 00:00:00,20.33,42.31,305,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.3904293881155726,0.699314149720061,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
227,2018-09-16 00:00:00-2018-09-30 00:00:00,21.47,44.93,322,2018-05-27 00:00:00-2018-06-10 00:00:00,3.8,8.67,57,0.3881484427833395,0.7009860554900047,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
392,2019-10-06 00:00:00-2019-11-03 00:00:00,15.97,37.45,463,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,-0.3814971364649484,0.7048380562066481,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
92,2017-07-30 00:00:00-2017-08-13 00:00:00,31.4,67.67,471,2019-07-07 00:00:00-2019-07-28 00:00:00,6.23,14.2,137,0.3814088151130666,0.7060745918586984,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
319,2019-07-07 00:00:00-2019-07-21 00:00:00,35.6,75.24,534,2017-07-16 00:00:00-2017-08-06 00:00:00,4.68,10.65,103,0.37956253477662333,0.7073729284461956,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
59,2017-07-09 00:00:00-2017-07-23 00:00:00,30.4,63.7,456,2018-05-27 00:00:00-2018-06-10 00:00:00,3.8,8.67,57,0.37830519338379387,0.7081892313918069,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
160,2018-06-03 00:00:00-2018-06-17 00:00:00,22.4,46.75,336,2019-01-20 00:00:00-2019-02-03 00:00:00,1.8,4.07,27,0.37556743561207595,0.7102000203661165,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
376,2019-09-01 00:00:00-2019-09-15 00:00:00,15.8,33.21,237,2019-01-20 00:00:00-2019-02-03 00:00:00,1.8,4.07,27,0.37386709048409683,0.7114578834281995,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
263,2018-10-07 00:00:00-2018-10-21 00:00:00,20.33,42.31,305,2019-12-22 00:00:00-2019-12-29 00:00:00,4.25,7.87,34,-0.37773145065277586,0.7122694383744774,False,True,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
232,2018-09-16 00:00:00-2018-09-30 00:00:00,21.47,44.93,322,2019-01-20 00:00:00-2019-02-03 00:00:00,1.8,4.07,27,0.371222751603247,0.7133951866122517,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
79,2017-07-30 00:00:00-2017-08-13 00:00:00,31.4,67.67,471,2017-07-16 00:00:00-2017-08-06 00:00:00,4.68,10.65,103,0.37052529180931626,0.7140504227324228,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
289,2019-04-07 00:00:00-2019-04-28 00:00:00,17.59,38.53,387,2018-08-19 00:00:00-2018-09-23 00:00:00,4.42,10.3,159,0.36810680159177195,0.7147897171399855,False,False,0.7332713908212207,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
170,2018-07-08 00:00:00-2018-07-22 00:00:00,40.53,84.18,608,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.3660005406487785,0.7172492625075297,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
397,2019-10-06 00:00:00-2019-11-03 00:00:00,15.97,37.45,463,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,-0.36303443985214473,0.7184860859845047,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
359,2019-07-28 00:00:00-2019-08-11 00:00:00,22.53,47.14,338,2019-12-22 00:00:00-2019-12-29 00:00:00,4.25,7.87,34,-0.3661665366741208,0.7205751067597841,False,True,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
64,2017-07-09 00:00:00-2017-07-23 00:00:00,30.4,63.7,456,2019-01-20 00:00:00-2019-02-03 00:00:00,1.8,4.07,27,0.3613314834963004,0.7206820479859659,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
18,2017-03-05 00:00:00-2019-12-29 00:00:00,14.99,39.95,15443,2019-03-17 00:00:00-2019-04-07 00:00:00,3.18,9.01,70,-0.3594499599239293,0.7227666992609516,False,False,7.831057340866412e-33,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
161,2018-06-03 00:00:00-2018-06-17 00:00:00,22.4,46.75,336,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.3570674949895936,0.7238206334035358,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
423,2019-12-22 00:00:00-2019-12-29 00:00:00,20.75,39.04,166,2018-09-16 00:00:00-2018-09-30 00:00:00,4.67,10.16,70,0.3600152441027337,0.7249445433765045,True,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
377,2019-09-01 00:00:00-2019-09-15 00:00:00,15.8,33.21,237,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.3554693309330561,0.7250106413186959,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
338,2019-07-28 00:00:00-2019-08-11 00:00:00,22.53,47.14,338,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.3541911565348809,0.7259771309611802,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
191,2018-07-08 00:00:00-2018-07-22 00:00:00,40.53,84.18,608,2019-12-22 00:00:00-2019-12-29 00:00:00,4.25,7.87,34,-0.3582211249568861,0.7263569239950438,False,True,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
233,2018-09-16 00:00:00-2018-09-30 00:00:00,21.47,44.93,322,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.352756918311821,0.7270131288654296,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
181,2018-07-08 00:00:00-2018-07-22 00:00:00,40.53,84.18,608,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.35254030740728487,0.7272265657632602,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
131,2018-03-18 00:00:00-2018-04-01 00:00:00,20.33,42.63,305,2018-05-27 00:00:00-2018-06-10 00:00:00,3.8,8.67,57,0.3516898618157598,0.7278038837756051,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
203,2018-07-29 00:00:00-2018-08-19 00:00:00,27.14,59.1,597,2018-05-27 00:00:00-2018-06-10 00:00:00,3.8,8.67,57,0.34576718313345894,0.731659240475171,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
65,2017-07-09 00:00:00-2017-07-23 00:00:00,30.4,63.7,456,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.342859636101671,0.7343559796496206,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
402,2019-10-06 00:00:00-2019-11-03 00:00:00,15.97,37.45,463,2019-03-17 00:00:00-2019-04-07 00:00:00,3.18,9.01,70,0.3412072438381774,0.7344791924429345,False,False,0.7033600779832025,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
242,2018-10-07 00:00:00-2018-10-21 00:00:00,20.33,42.31,305,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.3422391711374247,0.7348333041086399,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
176,2018-07-08 00:00:00-2018-07-22 00:00:00,40.53,84.18,608,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,0.34183597636934665,0.735190883593275,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
349,2019-07-28 00:00:00-2019-08-11 00:00:00,22.53,47.14,338,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.3400938738296553,0.7364698441474753,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
136,2018-03-18 00:00:00-2018-04-01 00:00:00,20.33,42.63,305,2019-01-20 00:00:00-2019-02-03 00:00:00,1.8,4.07,27,0.3345588834639404,0.7405394748630819,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
180,2018-07-08 00:00:00-2018-07-22 00:00:00,40.53,84.18,608,2018-07-08 00:00:00-2018-07-22 00:00:00,4.33,9.66,65,0.3321077517393735,0.7423692366334558,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
275,2019-02-24 00:00:00-2019-03-10 00:00:00,24.8,52.05,372,2018-05-27 00:00:00-2018-06-10 00:00:00,3.8,8.67,57,0.3316041844600136,0.7427378671842253,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
344,2019-07-28 00:00:00-2019-08-11 00:00:00,22.53,47.14,338,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,0.3293531441387116,0.7444957185395622,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
253,2018-10-07 00:00:00-2018-10-21 00:00:00,20.33,42.31,305,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.32752695415364974,0.7458143194243819,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
208,2018-07-29 00:00:00-2018-08-19 00:00:00,27.14,59.1,597,2019-01-20 00:00:00-2019-02-03 00:00:00,1.8,4.07,27,0.32675015304444494,0.7458756653843892,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
429,2019-12-22 00:00:00-2019-12-29 00:00:00,20.75,39.04,166,2019-08-04 00:00:00-2019-08-18 00:00:00,4.8,10.47,72,0.3308662022095333,0.7461812238261382,True,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
323,2019-07-07 00:00:00-2019-07-21 00:00:00,35.6,75.24,534,2018-05-27 00:00:00-2018-06-10 00:00:00,3.8,8.67,57,0.32081469024586684,0.7508098976834439,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
348,2019-07-28 00:00:00-2019-08-11 00:00:00,22.53,47.14,338,2018-07-08 00:00:00-2018-07-22 00:00:00,4.33,9.66,65,0.3204336744284192,0.7511026254870026,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
25,2017-06-18 00:00:00-2017-07-02 00:00:00,25.6,54.89,384,2018-08-19 00:00:00-2018-09-23 00:00:00,4.42,10.3,159,0.3194143652520837,0.7522663639744467,False,False,0.4760334929424296,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
248,2018-10-07 00:00:00-2018-10-21 00:00:00,20.33,42.31,305,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,0.31664628162850383,0.7539797451043966,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
396,2019-10-06 00:00:00-2019-11-03 00:00:00,15.97,37.45,463,2018-07-08 00:00:00-2018-07-22 00:00:00,4.33,9.66,65,-0.3167498836065062,0.7541513701374484,False,False,0.7033600779832025,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
137,2018-03-18 00:00:00-2018-04-01 00:00:00,20.33,42.63,305,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.31604313190603883,0.7543799393798574,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
280,2019-02-24 00:00:00-2019-03-10 00:00:00,24.8,52.05,372,2019-01-20 00:00:00-2019-02-03 00:00:00,1.8,4.07,27,0.3143685233259985,0.7556420222131581,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
83,2017-07-30 00:00:00-2017-08-13 00:00:00,31.4,67.67,471,2018-05-27 00:00:00-2018-06-10 00:00:00,3.8,8.67,57,0.3133294003660991,0.7564412891743372,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
97,2017-11-12 00:00:00-2017-12-10 00:00:00,19.69,44.68,571,2018-08-19 00:00:00-2018-09-23 00:00:00,4.42,10.3,159,0.3069457309041567,0.7600328928446936,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
146,2018-06-03 00:00:00-2018-06-17 00:00:00,22.4,46.75,336,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.30835185699122714,0.7601722615170576,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
252,2018-10-07 00:00:00-2018-10-21 00:00:00,20.33,42.31,305,2018-07-08 00:00:00-2018-07-22 00:00:00,4.33,9.66,65,0.30827486974961943,0.7602226659906283,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
308,2019-04-07 00:00:00-2019-04-28 00:00:00,17.59,38.53,387,2019-07-07 00:00:00-2019-07-28 00:00:00,6.23,14.2,137,0.3072356456812809,0.7602243360510832,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
362,2019-09-01 00:00:00-2019-09-15 00:00:00,15.8,33.21,237,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.3069679588657867,0.7612195285865841,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
209,2018-07-29 00:00:00-2018-08-19 00:00:00,27.14,59.1,597,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.3060906618481706,0.7614325066403368,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
218,2018-09-16 00:00:00-2018-09-30 00:00:00,21.47,44.93,322,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.3040622768960814,0.7634026863317972,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
328,2019-07-07 00:00:00-2019-07-21 00:00:00,35.6,75.24,534,2019-01-20 00:00:00-2019-02-03 00:00:00,1.8,4.07,27,0.30360024224299553,0.7637441139382972,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
430,2019-12-22 00:00:00-2019-12-29 00:00:00,20.75,39.04,166,2019-10-20 00:00:00-2019-11-03 00:00:00,3.13,6.59,47,0.3024543107341937,0.7672649382641857,True,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
178,2018-07-08 00:00:00-2018-07-22 00:00:00,40.53,84.18,608,2018-01-21 00:00:00-2018-02-11 00:00:00,2.05,4.59,45,0.29725915219152316,0.7685185133374475,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
110,2017-11-12 00:00:00-2017-12-10 00:00:00,19.69,44.68,571,2018-08-26 00:00:00-2018-09-09 00:00:00,4.4,9.18,66,-0.2968284640213064,0.7690050985874131,False,False,0.7033600779832025,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
88,2017-07-30 00:00:00-2017-08-13 00:00:00,31.4,67.67,471,2019-01-20 00:00:00-2019-02-03 00:00:00,1.8,4.07,27,0.29631127574685623,0.7692569981019145,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
281,2019-02-24 00:00:00-2019-03-10 00:00:00,24.8,52.05,372,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.2958400729971239,0.7695866332281681,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
295,2019-04-07 00:00:00-2019-04-28 00:00:00,17.59,38.53,387,2017-07-16 00:00:00-2017-08-06 00:00:00,4.68,10.65,103,0.29442759055216683,0.7699186452964484,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
50,2017-07-09 00:00:00-2017-07-23 00:00:00,30.4,63.7,456,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.2940175473706288,0.770979329887386,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
157,2018-06-03 00:00:00-2018-06-17 00:00:00,22.4,46.75,336,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.2917602988618987,0.7726765072103667,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
373,2019-09-01 00:00:00-2019-09-15 00:00:00,15.8,33.21,237,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.29029807129594626,0.7737943264772276,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
427,2019-12-22 00:00:00-2019-12-29 00:00:00,20.75,39.04,166,2019-06-09 00:00:00-2019-06-23 00:00:00,2.0,4.21,30,0.29116268559615016,0.7756430295767935,True,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
229,2018-09-16 00:00:00-2018-09-30 00:00:00,21.47,44.93,322,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.2872257099626626,0.7761091993965481,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
413,2019-12-22 00:00:00-2019-12-29 00:00:00,20.75,39.04,166,2017-04-09 00:00:00-2017-04-23 00:00:00,3.67,7.96,55,0.28853149452903093,0.7774891561275048,True,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
329,2019-07-07 00:00:00-2019-07-21 00:00:00,35.6,75.24,534,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.2851544046768211,0.7776734100332251,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
346,2019-07-28 00:00:00-2019-08-11 00:00:00,22.53,47.14,338,2018-01-21 00:00:00-2018-02-11 00:00:00,2.05,4.59,45,0.28494716151904076,0.7778333846891373,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
386,2019-10-06 00:00:00-2019-11-03 00:00:00,15.97,37.45,463,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,-0.28440513028475634,0.7784556965426137,False,False,0.7033600779832025,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
152,2018-06-03 00:00:00-2018-06-17 00:00:00,22.4,46.75,336,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,0.2806265123940219,0.7811258181400205,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
368,2019-09-01 00:00:00-2019-09-15 00:00:00,15.8,33.21,237,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,0.27920760761310215,0.7822139386338761,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
89,2017-07-30 00:00:00-2017-08-13 00:00:00,31.4,67.67,471,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,0.27812813477259496,0.7830156339591474,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
61,2017-07-09 00:00:00-2017-07-23 00:00:00,30.4,63.7,456,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.2766006378190061,0.7841601797007427,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
224,2018-09-16 00:00:00-2018-09-30 00:00:00,21.47,44.93,322,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,0.2760792927650752,0.7845791417292567,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
156,2018-06-03 00:00:00-2018-06-17 00:00:00,22.4,46.75,336,2018-07-08 00:00:00-2018-07-22 00:00:00,4.33,9.66,65,0.2743193649258022,0.7858977718422293,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
372,2019-09-01 00:00:00-2019-09-15 00:00:00,15.8,33.21,237,2018-07-08 00:00:00-2018-07-22 00:00:00,4.33,9.66,65,0.2731049865363867,0.7868254494749503,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
250,2018-10-07 00:00:00-2018-10-21 00:00:00,20.33,42.31,305,2018-01-21 00:00:00-2018-02-11 00:00:00,2.05,4.59,45,0.27191998555109,0.7877031778869399,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
44,2017-06-18 00:00:00-2017-07-02 00:00:00,25.6,54.89,384,2019-07-07 00:00:00-2019-07-28 00:00:00,6.23,14.2,137,0.27080356015502016,0.7885821903337343,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
228,2018-09-16 00:00:00-2018-09-30 00:00:00,21.47,44.93,322,2018-07-08 00:00:00-2018-07-22 00:00:00,4.33,9.66,65,0.2700861260179485,0.7891187223886138,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
122,2018-03-18 00:00:00-2018-04-01 00:00:00,20.33,42.63,305,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.2667264363195567,0.7916808086140437,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
56,2017-07-09 00:00:00-2017-07-23 00:00:00,30.4,63.7,456,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,0.2653792308205217,0.7927128819911133,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
60,2017-07-09 00:00:00-2017-07-23 00:00:00,30.4,63.7,456,2018-07-08 00:00:00-2018-07-22 00:00:00,4.33,9.66,65,0.26003087314731677,0.7967811270469896,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
31,2017-06-18 00:00:00-2017-07-02 00:00:00,25.6,54.89,384,2017-07-16 00:00:00-2017-08-06 00:00:00,4.68,10.65,103,0.2594030191883613,0.7972636792612096,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
393,2019-10-06 00:00:00-2019-11-03 00:00:00,15.97,37.45,463,2017-11-12 00:00:00-2017-12-10 00:00:00,1.97,5.07,57,0.25154093630316965,0.8023209698270757,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
194,2018-07-29 00:00:00-2018-08-19 00:00:00,27.14,59.1,597,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.25164654821081067,0.8028633991417928,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
133,2018-03-18 00:00:00-2018-04-01 00:00:00,20.33,42.63,305,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.24767709027172755,0.8061994694744641,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
266,2019-02-24 00:00:00-2019-03-10 00:00:00,24.8,52.05,372,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.24620249798455002,0.8073563439221727,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
116,2017-11-12 00:00:00-2017-12-10 00:00:00,19.69,44.68,571,2019-07-07 00:00:00-2019-07-28 00:00:00,6.23,14.2,137,0.24356545531280208,0.8086016996078578,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
128,2018-03-18 00:00:00-2018-04-01 00:00:00,20.33,42.63,305,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,0.23623051924660707,0.8149907551051011,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
154,2018-06-03 00:00:00-2018-06-17 00:00:00,22.4,46.75,336,2018-01-21 00:00:00-2018-02-11 00:00:00,2.05,4.59,45,0.2357342564286132,0.8153453218183461,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
314,2019-07-07 00:00:00-2019-07-21 00:00:00,35.6,75.24,534,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.23555592948308732,0.8155245814613057,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
370,2019-09-01 00:00:00-2019-09-15 00:00:00,15.8,33.21,237,2018-01-21 00:00:00-2018-02-11 00:00:00,2.05,4.59,45,0.23455678840292724,0.8162588685367886,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
132,2018-03-18 00:00:00-2018-04-01 00:00:00,20.33,42.63,305,2018-07-08 00:00:00-2018-07-22 00:00:00,4.33,9.66,65,0.2326658833478393,0.8177381707025957,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
205,2018-07-29 00:00:00-2018-08-19 00:00:00,27.14,59.1,597,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.23119523157335184,0.8183026362178645,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
299,2019-04-07 00:00:00-2019-04-28 00:00:00,17.59,38.53,387,2018-05-27 00:00:00-2018-06-10 00:00:00,3.8,8.67,57,0.23113376238658045,0.8186516700844206,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
226,2018-09-16 00:00:00-2018-09-30 00:00:00,21.47,44.93,322,2018-01-21 00:00:00-2018-02-11 00:00:00,2.05,4.59,45,0.23125960969904488,0.8187854420674642,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
103,2017-11-12 00:00:00-2017-12-10 00:00:00,19.69,44.68,571,2017-07-16 00:00:00-2017-08-06 00:00:00,4.68,10.65,103,0.22976041435323097,0.819252524519649,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
422,2019-12-22 00:00:00-2019-12-29 00:00:00,20.75,39.04,166,2018-08-26 00:00:00-2018-09-09 00:00:00,4.4,9.18,66,0.23308798533835598,0.8192782323190743,True,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
74,2017-07-30 00:00:00-2017-08-13 00:00:00,31.4,67.67,471,2018-09-30 00:00:00-2018-10-14 00:00:00,3.27,7.24,49,0.22905424689347217,0.8205313859476288,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
277,2019-02-24 00:00:00-2019-03-10 00:00:00,24.8,52.05,372,2018-07-29 00:00:00-2018-08-19 00:00:00,5.18,11.64,114,0.2258758440206403,0.8229275081553957,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
401,2019-10-06 00:00:00-2019-11-03 00:00:00,15.97,37.45,463,2019-02-24 00:00:00-2019-03-10 00:00:00,3.0,6.83,45,-0.22464897755384025,0.8240668645785234,False,False,0.7033600779832025,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
115,2017-11-12 00:00:00-2017-12-10 00:00:00,19.69,44.68,571,2019-06-09 00:00:00-2019-06-23 00:00:00,2.0,4.21,30,-0.22068292714541646,0.8270315889259792,False,False,0.7033600779832025,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
58,2017-07-09 00:00:00-2017-07-23 00:00:00,30.4,63.7,456,2018-01-21 00:00:00-2018-02-11 00:00:00,2.05,4.59,45,0.22052411386841872,0.8270461714630449,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
200,2018-07-29 00:00:00-2018-08-19 00:00:00,27.14,59.1,597,2017-08-13 00:00:00-2017-09-03 00:00:00,3.82,8.43,84,0.2184472611300363,0.8281565455702014,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
302,2019-04-07 00:00:00-2019-04-28 00:00:00,17.59,38.53,387,2018-08-26 00:00:00-2018-09-09 00:00:00,4.4,9.18,66,-0.21742168595276132,0.8294583642267347,False,False,1.0,29663,220545,24,18,Trend,Demographics,mean,0.9964687077607145
