,e,e_µ,e_std,e_size,h,h_µ,h_std,h_size,t-value,p-value,e_normal,h_normal,chi-squared test,Dh_size,De_size,#h,#e,segmentation,pivot,test
13,2000-12-17 00:00:00-2001-01-03 00:00:00,2933.89,4810.08,52810,2000-11-21 00:00:00-2000-12-10 00:00:00,5780.55,5261.61,115611,-1.4311707760908896,0.16116310841414236,False,True,0.5223721935615873,622149,196044,6,6,Window_20D,Trend,mean
15,2000-12-17 00:00:00-2001-01-03 00:00:00,2933.89,4810.08,52810,2000-12-31 00:00:00-2001-01-19 00:00:00,5498.2,4414.35,109964,-1.4131304399663678,0.16692505181267206,False,True,0.0974216892763433,622149,196044,6,6,Window_20D,Trend,mean
17,2000-12-17 00:00:00-2001-01-03 00:00:00,2933.89,4810.08,52810,2001-02-09 00:00:00-2001-02-25 00:00:00,7489.06,2475.59,127314,-1.2488094464407022,0.22059478063151639,False,True,0.06281184751609843,622149,196044,6,6,Window_20D,Trend,mean
12,2000-12-17 00:00:00-2001-01-03 00:00:00,2933.89,4810.08,52810,2000-11-01 00:00:00-2000-11-19 00:00:00,5061.63,5338.66,96171,-1.1506871586627492,0.25766221035441955,False,True,1.0,622149,196044,6,6,Window_20D,Trend,mean
16,2000-12-17 00:00:00-2001-01-03 00:00:00,2933.89,4810.08,52810,2001-01-20 00:00:00-2001-02-04 00:00:00,7040.12,6794.21,112642,-1.0639974332520021,0.29531071822085003,False,True,0.48769605697597984,622149,196044,6,6,Window_20D,Trend,mean
1,2000-11-05 00:00:00-2000-11-17 00:00:00,3828.46,4141.39,49770,2000-11-21 00:00:00-2000-12-10 00:00:00,5780.55,5261.61,115611,-0.9994860164193587,0.32586998203211814,False,True,0.20533585624019302,622149,196044,6,6,Window_20D,Trend,mean
3,2000-11-05 00:00:00-2000-11-17 00:00:00,3828.46,4141.39,49770,2000-12-31 00:00:00-2001-01-19 00:00:00,5498.2,4414.35,109964,-0.9520133010129863,0.3498264529662788,False,True,0.023868442164574358,622149,196044,6,6,Window_20D,Trend,mean
26,2001-01-24 00:00:00-2001-01-30 00:00:00,2585.0,2671.95,18095,2000-12-13 00:00:00-2000-12-30 00:00:00,3358.17,4068.76,60447,0.9469698020863521,0.3701255716461058,False,False,0.018881040156098833,622149,196044,6,6,Window_20D,Trend,mean
5,2000-11-05 00:00:00-2000-11-17 00:00:00,3828.46,4141.39,49770,2001-02-09 00:00:00-2001-02-25 00:00:00,7489.06,2475.59,127314,-0.8049913027105524,0.42795732074365855,False,True,0.008421061307762875,622149,196044,6,6,Window_20D,Trend,mean
0,2000-11-05 00:00:00-2000-11-17 00:00:00,3828.46,4141.39,49770,2000-11-01 00:00:00-2000-11-19 00:00:00,5061.63,5338.66,96171,-0.7344225510277349,0.46850215675943285,False,True,0.5164122683960384,622149,196044,6,6,Window_20D,Trend,mean
4,2000-11-05 00:00:00-2000-11-17 00:00:00,3828.46,4141.39,49770,2001-01-20 00:00:00-2001-02-04 00:00:00,7040.12,6794.21,112642,-0.6376706521782137,0.5291001035726687,False,True,0.1365466970134352,622149,196044,6,6,Window_20D,Trend,mean
28,2001-01-24 00:00:00-2001-01-30 00:00:00,2585.0,2671.95,18095,2001-01-20 00:00:00-2001-02-04 00:00:00,7040.12,6794.21,112642,0.40694862884471444,0.6933086571243676,False,True,0.004597398809859379,622149,196044,6,6,Window_20D,Trend,mean
