,e,e_µ,e_std,e_size,h,h_µ,h_std,h_size,t-value,p-value,e_normal,h_normal,chi-squared test,Dh_size,De_size,#h,#e,segmentation,pivot,test,p-value (FDR)
1964,2019-03-22 00:00:00-2019-12-30 00:00:00,0.01,0.13,3,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-49.65856936198356,1.1776550072460923e-264,False,False,7.603591841609044e-278,160139,71070,58,54,Demographics,Promotion,mean,2.816950777332653e-261
1949,2019-03-22 00:00:00-2019-12-30 00:00:00,0.01,0.13,3,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-45.59526942105918,1.3197322517449284e-239,False,False,7.603591841609044e-278,160139,71070,58,54,Demographics,Promotion,mean,1.5783997730869343e-236
862,2019-03-05 00:00:00-2019-11-13 00:00:00,0.02,0.17,5,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-43.97833493579372,7.827445594354355e-214,False,False,3.9865856127562835e-276,160139,71070,58,54,Demographics,Promotion,mean,6.2410832872318725e-211
1848,2019-03-08 00:00:00-2019-12-24 00:00:00,0.08,0.47,23,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-42.1776270396046,2.538587420357761e-208,False,False,2.3708910047458828e-269,160139,71070,58,54,Demographics,Promotion,mean,1.518075277373941e-205
847,2019-03-05 00:00:00-2019-11-13 00:00:00,0.02,0.17,5,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-41.22697065855384,1.8810217796428473e-206,False,False,3.9865856127562835e-276,160139,71070,58,54,Demographics,Promotion,mean,8.998808193811382e-204
1833,2019-03-08 00:00:00-2019-12-24 00:00:00,0.08,0.47,23,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-39.72125484418732,8.325558043482926e-201,False,False,2.3708910047458828e-269,160139,71070,58,54,Demographics,Promotion,mean,3.319122473335193e-198
572,2019-03-27 00:00:00-2019-12-03 00:00:00,0.1,0.52,26,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-42.05611499660226,1.8134896546616127e-199,False,False,7.4681024659171434e-267,160139,71070,58,54,Demographics,Promotion,mean,6.196953219929397e-197
557,2019-03-27 00:00:00-2019-12-03 00:00:00,0.1,0.52,26,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-39.60229061882797,1.7624537402038306e-194,False,False,7.4681024659171434e-267,160139,71070,58,54,Demographics,Promotion,mean,5.2697366832094536e-192
2776,2019-04-02 00:00:00-2019-11-29 00:00:00,0.22,0.94,54,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-39.28949324247977,4.1485824092138597e-175,False,False,1.0806643935947915e-254,160139,71070,58,54,Demographics,Promotion,mean,1.102601013648839e-172
2761,2019-04-02 00:00:00-2019-11-29 00:00:00,0.22,0.94,54,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-37.324256491834234,1.516195860628305e-174,False,False,1.0806643935947915e-254,160139,71070,58,54,Demographics,Promotion,mean,3.6267404986229056e-172
2660,2019-02-28 00:00:00-2019-12-23 00:00:00,0.15,0.55,46,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-37.067087041652144,8.453041641398427e-171,False,False,1.0806643935947915e-254,160139,71070,58,54,Demographics,Promotion,mean,1.8381523278386397e-168
2645,2019-02-28 00:00:00-2019-12-23 00:00:00,0.15,0.55,46,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-35.408226231543935,5.938589319439234e-169,False,False,1.0806643935947915e-254,160139,71070,58,54,Demographics,Promotion,mean,1.1837588043415539e-166
2181,2019-02-28 00:00:00-2019-10-31 00:00:00,0.08,0.51,19,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-36.78075915642139,3.6642295167850587e-168,False,False,1.4465131964540639e-273,160139,71070,58,54,Demographics,Promotion,mean,6.742182310884509e-166
2196,2019-02-28 00:00:00-2019-10-31 00:00:00,0.08,0.51,19,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-38.50941731205042,8.409004196490828e-167,False,False,1.4465131964540639e-273,160139,71070,58,54,Demographics,Promotion,mean,1.4367384312861472e-164
2428,2019-02-28 00:00:00-2019-12-27 00:00:00,0.83,2.47,250,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-36.04239289933546,5.111571102282551e-165,False,False,1.827397663056619e-230,160139,71070,58,54,Demographics,Promotion,mean,8.151252051106575e-163
2413,2019-02-28 00:00:00-2019-12-27 00:00:00,0.83,2.47,250,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-34.4849867248461,2.866823615267416e-163,False,False,1.827397663056619e-230,160139,71070,58,54,Demographics,Promotion,mean,4.285901304824787e-161
151,2019-04-04 00:00:00-2019-12-06 00:00:00,0.11,0.51,28,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-35.89642895707063,4.7133246794532594e-163,False,False,5.023071673106614e-266,160139,71070,58,54,Demographics,Promotion,mean,6.631925078383646e-161
166,2019-04-04 00:00:00-2019-12-06 00:00:00,0.11,0.51,28,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-37.540119518503104,8.427251594894205e-162,False,False,5.023071673106614e-266,160139,71070,58,54,Demographics,Promotion,mean,1.1198881008326076e-159
2239,2019-03-05 00:00:00-2019-10-01 00:00:00,0.01,0.1,2,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-36.883372719804534,1.1706281883090314e-159,False,False,7.603591841609044e-278,160139,71070,58,54,Demographics,Promotion,mean,1.4737592770711594e-157
2254,2019-03-05 00:00:00-2019-10-01 00:00:00,0.01,0.1,2,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-38.54625275227136,8.783577769099955e-156,False,False,7.603591841609044e-278,160139,71070,58,54,Demographics,Promotion,mean,1.0505159011843547e-153
2297,2019-04-17 00:00:00-2019-12-24 00:00:00,0.12,0.54,30,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-34.90095965284956,9.781264101252418e-156,False,False,1.477007588762913e-263,160139,71070,58,54,Demographics,Promotion,mean,1.1141325585807517e-153
1919,2019-03-22 00:00:00-2019-12-30 00:00:00,0.01,0.13,3,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-32.538466255968224,6.630275060793206e-155,False,False,4.471620292275598e-267,160139,71070,58,54,Demographics,Promotion,mean,7.208917247916975e-153
2312,2019-04-17 00:00:00-2019-12-24 00:00:00,0.12,0.54,30,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-36.351606159479196,8.793907896819529e-154,False,False,1.477007588762913e-263,160139,71070,58,54,Demographics,Promotion,mean,9.145664212692309e-152
746,2019-03-01 00:00:00-2019-12-30 00:00:00,2.28,3.51,696,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-33.42592672559357,7.308018962362943e-153,False,False,2.1085586582223192e-147,160139,71070,58,54,Demographics,Promotion,mean,7.283658899155066e-151
963,2019-04-08 00:00:00-2019-12-06 00:00:00,0.07,0.33,17,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-34.630587647846475,9.836025252081436e-152,False,False,1.622529938133087e-268,160139,71070,58,54,Demographics,Promotion,mean,9.411108961191517e-150
35,2019-03-29 00:00:00-2019-12-20 00:00:00,0.07,0.35,20,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-34.079531528961965,1.3508209702031178e-151,False,False,7.4681024659171434e-267,160139,71070,58,54,Demographics,Promotion,mean,1.2427552925868685e-149
2529,2019-03-07 00:00:00-2019-12-13 00:00:00,0.13,0.61,38,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-33.68419422597039,4.5372664243718174e-151,False,False,1.477007588762913e-263,160139,71070,58,54,Demographics,Promotion,mean,4.019681958184218e-149
50,2019-03-29 00:00:00-2019-12-20 00:00:00,0.07,0.35,20,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-35.38306158227948,1.2676136522193603e-149,False,False,7.4681024659171434e-267,160139,71070,58,54,Demographics,Promotion,mean,1.0829042343245394e-147
2544,2019-03-07 00:00:00-2019-12-13 00:00:00,0.13,0.61,38,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-34.93674484210823,1.6840326635836877e-149,False,False,1.477007588762913e-263,160139,71070,58,54,Demographics,Promotion,mean,1.3890365969973038e-147
731,2019-03-01 00:00:00-2019-12-30 00:00:00,2.28,3.51,696,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-31.945669306181003,2.7243448984654415e-149,False,False,2.1085586582223192e-147,160139,71070,58,54,Demographics,Promotion,mean,2.172210999043112e-147
978,2019-04-08 00:00:00-2019-12-06 00:00:00,0.07,0.33,17,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-36.020594074102526,4.049650422504089e-149,False,False,1.622529938133087e-268,160139,71070,58,54,Demographics,Promotion,mean,3.124762519557994e-147
1674,2019-03-04 00:00:00-2019-12-30 00:00:00,1.1,2.6,332,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-33.61873732601348,1.1420223353517222e-148,False,False,1.849503626189921e-218,160139,71070,58,54,Demographics,Promotion,mean,8.536616956754123e-147
1659,2019-03-04 00:00:00-2019-12-30 00:00:00,1.1,2.6,332,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-32.33710056759782,4.746111474481261e-148,False,False,1.849503626189921e-218,160139,71070,58,54,Demographics,Promotion,mean,3.4402117111997504e-146
2471,2019-03-12 00:00:00-2019-12-16 00:00:00,0.34,1.33,95,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-33.21566783184306,6.488053606628322e-148,False,False,2.521288835595274e-252,160139,71070,58,54,Demographics,Promotion,mean,4.564536537369102e-146
2486,2019-03-12 00:00:00-2019-12-16 00:00:00,0.34,1.33,95,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-34.42688968206273,2.6405828631729735e-146,False,False,2.521288835595274e-252,160139,71070,58,54,Demographics,Promotion,mean,1.804649773917072e-144
2703,2019-03-04 00:00:00-2019-12-28 00:00:00,0.31,1.15,92,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-32.483555681787784,2.596350210942535e-145,False,False,4.117457801948044e-253,160139,71070,58,54,Demographics,Promotion,mean,1.7251304734929288e-143
2718,2019-03-04 00:00:00-2019-12-28 00:00:00,0.31,1.15,92,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-33.59776415770174,4.8073635540946426e-144,False,False,4.117457801948044e-253,160139,71070,58,54,Demographics,Promotion,mean,3.1078955733498336e-142
817,2019-03-05 00:00:00-2019-11-13 00:00:00,0.02,0.17,5,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-29.62620719167697,5.428428893640863e-135,False,False,2.3343201684359483e-265,160139,71070,58,54,Demographics,Promotion,mean,3.4170531351549853e-133
3109,2019-04-04 00:00:00-2019-12-05 00:00:00,0.08,0.37,19,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-32.18932932510006,3.939996186795734e-133,False,False,1.622529938133087e-268,160139,71070,58,54,Demographics,Promotion,mean,2.41653099456805e-131
3124,2019-04-04 00:00:00-2019-12-05 00:00:00,0.08,0.37,19,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-33.16491569760359,1.5258371148978457e-129,False,False,1.622529938133087e-268,160139,71070,58,54,Demographics,Promotion,mean,9.124505947089118e-128
1803,2019-03-08 00:00:00-2019-12-24 00:00:00,0.08,0.47,23,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-28.456074099092117,7.56227350765323e-129,False,False,1.3575915058942103e-258,160139,71070,58,54,Demographics,Promotion,mean,4.41194103178208e-127
2048,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-08-26 00:00:00-2018-08-01 00:00:00,0.01,0.14,5,35.673650048674986,1.334946881896865e-128,True,False,1.3151327312702959e-111,160139,71070,58,54,Demographics,Promotion,mean,7.602840336898337e-127
2050,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-05-04 00:00:00-2018-11-15 00:00:00,0.01,0.08,4,36.13110053251848,1.8818836654679484e-128,True,False,8.783086222013254e-86,160139,71070,58,54,Demographics,Promotion,mean,1.0468524948370541e-126
2033,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-06-16 00:00:00-2018-10-18 00:00:00,0.02,0.17,11,35.19107192737766,9.481526079444846e-128,True,False,1.1391539758899856e-86,160139,71070,58,54,Demographics,Promotion,mean,5.154502359552743e-126
2034,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-11-02 00:00:00-2018-11-16 00:00:00,0.03,0.18,10,34.1189656137725,1.5235873248725427e-127,True,False,2.009827336941539e-99,160139,71070,58,54,Demographics,Promotion,mean,8.098713069100271e-126
2068,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-10-17 00:00:00-2018-12-14 00:00:00,0.07,0.59,31,35.89566466859076,1.7558221164776774e-127,True,False,2.569572793070933e-92,160139,71070,58,54,Demographics,Promotion,mean,9.130275005683921e-126
2052,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-08-25 00:00:00-2018-10-04 00:00:00,0.01,0.11,3,37.523011965576934,6.450265428737841e-127,True,False,5.585682271739362e-101,160139,71070,58,54,Demographics,Promotion,mean,3.2827733841576415e-125
2084,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-07-20 00:00:00-2018-10-18 00:00:00,0.05,0.28,21,34.08304775304037,6.6456242760121566e-127,True,False,3.4843688842251334e-85,160139,71070,58,54,Demographics,Promotion,mean,3.311736097546058e-125
2063,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-05-09 00:00:00-2018-09-06 00:00:00,0.02,0.24,10,37.41075216970516,2.3961831770749552e-126,True,False,5.12502470912818e-90,160139,71070,58,54,Demographics,Promotion,mean,1.1697286039925088e-124
2043,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-06-06 00:00:00-2018-07-31 00:00:00,0.02,0.22,8,37.52841803583132,3.205315209193757e-126,True,False,1.4264026730756511e-96,160139,71070,58,54,Demographics,Promotion,mean,1.5334227960782935e-124
527,2019-03-27 00:00:00-2019-12-03 00:00:00,0.1,0.52,26,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-28.328896784899037,5.712045757661437e-126,False,False,4.2322749977316125e-256,160139,71070,58,54,Demographics,Promotion,mean,2.679061461240423e-124
2032,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-28 00:00:00-2018-09-14 00:00:00,0.07,0.41,40,33.73452154802783,7.597030305799188e-126,True,False,1.785943081399793e-72,160139,71070,58,54,Demographics,Promotion,mean,3.494633940667627e-124
2074,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-08 00:00:00-2018-10-23 00:00:00,0.02,0.2,14,37.10771028062004,1.7356890181982223e-125,True,False,1.0768057564070961e-79,160139,71070,58,54,Demographics,Promotion,mean,7.833524776471977e-124
2030,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-05-24 00:00:00-2018-11-21 00:00:00,0.06,0.31,34,33.42027779050689,3.9793478559340346e-125,True,False,7.138770021161223e-72,160139,71070,58,54,Demographics,Promotion,mean,1.762703716924854e-123
499,2019-03-25 00:00:00-2019-12-20 00:00:00,0.27,0.79,73,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-30.08615531269818,5.221769185711927e-125,False,False,1.4012253221850182e-244,160139,71070,58,54,Demographics,Promotion,mean,2.2325098851575938e-123
2061,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-11 00:00:00-2018-12-11 00:00:00,0.07,0.44,42,36.56426231572662,5.226611771271959e-125,True,False,4.8116249046836484e-71,160139,71070,58,54,Demographics,Promotion,mean,2.2325098851575938e-123
2057,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-04-05 00:00:00-2018-12-10 00:00:00,0.04,0.24,27,35.759597409052574,1.097556334731419e-124,True,False,4.528392310628474e-70,160139,71070,58,54,Demographics,Promotion,mean,4.605885531013253e-123
2070,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-04-03 00:00:00-2018-10-26 00:00:00,0.08,0.55,48,37.13295767513831,2.070249968820557e-124,True,False,5.486422314896736e-70,160139,71070,58,54,Demographics,Promotion,mean,8.537996423135813e-123
2075,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-06-24 00:00:00-2018-12-12 00:00:00,0.11,0.53,59,35.622202105328775,2.8321594114758503e-124,True,False,1.3032212300887797e-68,160139,71070,58,54,Demographics,Promotion,mean,1.1482246291949548e-122
2078,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-22 00:00:00-2018-11-27 00:00:00,0.25,1.25,154,35.42083310590072,3.2552556432451693e-124,True,False,1.88099315557163e-55,160139,71070,58,54,Demographics,Promotion,mean,1.2977619164404075e-122
2039,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-22 00:00:00-2018-11-29 00:00:00,0.09,0.44,58,34.92417409259331,5.1207450926372095e-124,True,False,4.915078049153239e-62,160139,71070,58,54,Demographics,Promotion,mean,2.0080036494406895e-122
2047,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-04-06 00:00:00-2018-10-24 00:00:00,0.06,0.28,36,34.2221955377351,7.4006570214720885e-124,True,False,1.7259299184507382e-66,160139,71070,58,54,Demographics,Promotion,mean,2.8552212250582637e-122
2037,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2018-04-18 00:00:00-2018-12-17 00:00:00,0.04,0.27,10,32.12356529952709,1.0422580946037632e-123,True,False,6.359278022880863e-120,160139,71070,58,54,Demographics,Promotion,mean,3.9572720036384153e-122
2079,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-04-08 00:00:00-2018-12-14 00:00:00,0.11,0.63,70,36.931649923511806,1.1913219526705992e-123,True,False,2.1885999568444698e-60,160139,71070,58,54,Demographics,Promotion,mean,4.4525657981063647e-122
2087,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-04-11 00:00:00-2018-11-30 00:00:00,0.1,0.43,60,34.81965073212298,1.903055961505162e-123,True,False,7.003002577199093e-60,160139,71070,58,54,Demographics,Promotion,mean,7.003245938338996e-122
2077,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-04-25 00:00:00-2018-12-12 00:00:00,0.16,0.72,93,36.48157694326083,4.448787942255137e-123,True,False,4.024894550620078e-56,160139,71070,58,54,Demographics,Promotion,mean,1.6123485996779225e-121
1935,2019-03-22 00:00:00-2019-12-30 00:00:00,0.01,0.13,3,2017-02-28 00:00:00-2018-12-17 00:00:00,14.49,10.97,9537,-27.528821016595735,8.145325414527702e-123,False,False,2.8961204970655504e-266,160139,71070,58,54,Demographics,Promotion,mean,2.9080027450075022e-121
514,2019-03-25 00:00:00-2019-12-20 00:00:00,0.27,0.79,73,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-30.905170271793125,1.9970399907812355e-122,False,False,1.4012253221850182e-244,160139,71070,58,54,Demographics,Promotion,mean,7.024881849924582e-121
2038,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-16 00:00:00-2018-12-07 00:00:00,0.18,0.66,113,33.92873352495652,6.347800952228679e-122,True,False,1.5944980421105566e-46,160139,71070,58,54,Demographics,Promotion,mean,2.2005709967726087e-120
2049,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-04-20 00:00:00-2018-12-14 00:00:00,0.09,0.34,55,32.34801560927781,2.7793204207926117e-121,True,False,2.108629823659413e-56,160139,71070,58,54,Demographics,Promotion,mean,9.497334923622753e-120
93,2019-02-28 00:00:00-2019-10-15 00:00:00,0.02,0.13,4,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-31.169613934850833,9.66201940775882e-121,False,False,3.9865856127562835e-276,160139,71070,58,54,Demographics,Promotion,mean,3.255147946951986e-119
1938,2019-03-22 00:00:00-2019-12-30 00:00:00,0.01,0.13,3,2017-03-04 00:00:00-2018-12-17 00:00:00,12.26,9.32,8017,-27.21603933997105,1.2873575514461809e-120,False,False,3.730249305628973e-266,160139,71070,58,54,Demographics,Promotion,mean,4.2768878653600895e-119
2072,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-08 00:00:00-2018-12-11 00:00:00,0.64,2.1,414,33.199199793047256,3.156148284590788e-120,True,False,2.845524656366786e-30,160139,71070,58,54,Demographics,Promotion,mean,1.0341789995535843e-118
1137,2019-03-08 00:00:00-2019-12-26 00:00:00,0.14,0.43,41,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-28.90550795941365,4.6356311372358954e-119,False,False,4.117457801948044e-253,160139,71070,58,54,Demographics,Promotion,mean,1.4984364432794949e-117
789,2019-03-05 00:00:00-2019-12-12 00:00:00,0.07,0.3,20,2017-02-28 00:00:00-2018-12-17 00:00:00,63.53,30.29,41801,-29.228479421550755,3.831571412458797e-118,False,False,3.3592607483137863e-265,160139,71070,58,54,Demographics,Promotion,mean,1.2220158424801923e-116
2040,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2018-02-28 00:00:00-2018-09-19 00:00:00,0.03,0.29,7,30.74694694827454,1.0020442112657246e-117,True,False,2.8353924695602228e-123,160139,71070,58,54,Demographics,Promotion,mean,3.153802307036333e-116
1152,2019-03-08 00:00:00-2019-12-26 00:00:00,0.14,0.43,41,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-29.559692220474467,1.318069745900712e-116,False,False,4.117457801948044e-253,160139,71070,58,54,Demographics,Promotion,mean,4.094575106746108e-115
108,2019-02-28 00:00:00-2019-10-15 00:00:00,0.02,0.13,4,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-31.9155818418551,2.3298961023156544e-116,False,False,3.9865856127562835e-276,160139,71070,58,54,Demographics,Promotion,mean,7.145014713768007e-115
2059,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-16 00:00:00-2018-08-18 00:00:00,0.03,0.17,15,28.224459597902896,3.235575688778817e-116,True,False,3.919367176693753e-80,160139,71070,58,54,Demographics,Promotion,mean,9.796831705770798e-115
2073,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-09 00:00:00-2018-12-14 00:00:00,0.34,1.11,222,29.776364303088044,6.764299620773611e-116,True,False,1.2295745855348112e-35,160139,71070,58,54,Demographics,Promotion,mean,2.0225255866113098e-114
804,2019-03-05 00:00:00-2019-12-12 00:00:00,0.07,0.3,20,2017-02-28 00:00:00-2018-12-17 00:00:00,84.58,35.29,55653,-29.842057236611097,4.00136160415532e-115,False,False,3.3592607483137863e-265,160139,71070,58,54,Demographics,Promotion,mean,1.1816366613752501e-113
1950,2019-03-22 00:00:00-2019-12-30 00:00:00,0.01,0.13,3,2017-03-04 00:00:00-2018-12-17 00:00:00,31.13,23.8,20360,-26.274224523874334,3.4882975558512755e-114,False,False,2.897242598200477e-275,160139,71070,58,54,Demographics,Promotion,mean,1.0175619211702745e-112
2731,2019-04-02 00:00:00-2019-11-29 00:00:00,0.22,0.94,54,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-26.69571294229812,1.8202962181134845e-113,False,False,5.7291391674468033e-244,160139,71070,58,54,Demographics,Promotion,mean,5.245962112924645e-112
2044,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-04-08 00:00:00-2018-12-14 00:00:00,0.19,0.53,119,29.474006311195136,2.0035424748443326e-113,True,False,5.704538697841122e-36,160139,71070,58,54,Demographics,Promotion,mean,5.705325714080528e-112
2056,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-03-07 00:00:00-2018-12-17 00:00:00,0.51,1.08,333,30.69604638468541,4.568094526791791e-112,True,False,3.9480159096262257e-10,160139,71070,58,54,Demographics,Promotion,mean,1.2855155421277607e-110
2055,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2017-04-19 00:00:00-2018-12-17 00:00:00,0.37,0.86,222,29.590139283410632,8.194422890625923e-112,True,False,8.631733935461463e-22,160139,71070,58,54,Demographics,Promotion,mean,2.2791929714392104e-110
2067,2019-02-28 00:00:00-2019-12-30 00:00:00,61.92,27.31,18948,2018-01-22 00:00:00-2018-07-30 00:00:00,0.01,0.1,2,29.653438336871247,1.1735911934354258e-111,True,False,3.988901726709279e-124,160139,71070,58,54,Demographics,Promotion,mean,3.2267013042500445e-110
2151,2019-02-28 00:00:00-2019-10-31 00:00:00,0.08,0.51,19,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-26.571260881628696,1.561647139462433e-111,False,False,8.407011745852081e-263,160139,71070,58,54,Demographics,Promotion,mean,4.244840860902431e-110
2209,2019-03-05 00:00:00-2019-10-01 00:00:00,0.01,0.1,2,2017-02-28 00:00:00-2018-12-17 00:00:00,7.7,5.24,5067,-26.827083078844947,2.613621363032925e-109,False,False,4.471620292275598e-267,160139,71070,58,54,Demographics,Promotion,mean,7.024474494803096e-108
2804,2019-02-28 00:00:00-2019-12-30 00:00:00,73.1,37.57,22369,2017-05-04 00:00:00-2018-11-15 00:00:00,0.01,0.08,4,31.273105163709232,3.9634042755963975e-108,False,False,3.501246030003664e-86,160139,71070,58,54,Demographics,Promotion,mean,1.0533847808029536e-106
2802,2019-02-28 00:00:00-2019-12-30 00:00:00,73.1,37.57,22369,2017-08-26 00:00:00-2018-08-01 00:00:00,0.01,0.14,5,30.924182377660983,4.025589271667406e-108,False,False,2.767371926074422e-112,160139,71070,58,54,Demographics,Promotion,mean,1.058154894266861e-106
2806,2019-02-28 00:00:00-2019-12-30 00:00:00,73.1,37.57,22369,2017-08-25 00:00:00-2018-10-04 00:00:00,0.01,0.11,3,32.3813089212938,6.9577090289854e-108,False,False,1.620507116552074e-101,160139,71070,58,54,Demographics,Promotion,mean,1.8090043475362036e-106
2817,2019-02-28 00:00:00-2019-12-30 00:00:00,73.1,37.57,22369,2017-05-09 00:00:00-2018-09-06 00:00:00,0.02,0.24,10,32.26921705384044,2.4023958480877175e-107,False,False,1.8315591985717475e-90,160139,71070,58,54,Demographics,Promotion,mean,6.17906545013529e-106
2797,2019-02-28 00:00:00-2019-12-30 00:00:00,73.1,37.57,22369,2017-06-06 00:00:00-2018-07-31 00:00:00,0.02,0.22,8,32.364545121271725,2.4461479149176734e-107,False,False,4.365831892708777e-97,160139,71070,58,54,Demographics,Promotion,mean,6.224665757960718e-106
2822,2019-02-28 00:00:00-2019-12-30 00:00:00,73.1,37.57,22369,2017-10-17 00:00:00-2018-12-14 00:00:00,0.07,0.59,31,31.058435499059147,2.9072272328104094e-107,False,False,8.001746500952979e-93,160139,71070,58,54,Demographics,Promotion,mean,7.320092148297368e-106
