,e,e_µ,e_std,e_size,h,h_µ,h_std,h_size,t-value,p-value,e_normal,h_normal,chi-squared test,Dh_size,De_size,#h,#e,segmentation,pivot,test
157,2001-02-01,2001-02-14,20000,20000,2000-11-19,2000-11-24,20000,20000,-3.639557645166403,0.0018747061653028839,False,False,0.12958776670514455,586249,233952,30,12,Window_20000,Promotion,mean
20,2001-01-24,2001-01-30,20000,20000,2000-12-31,2001-01-16,20000,20000,3.202248879877225,0.00411024232183317,False,False,1.0,586249,233952,30,12,Window_20000,Promotion,mean
187,2001-02-01,2001-02-16,20000,20000,2000-11-19,2000-11-24,20000,20000,-3.211074123467855,0.004383963482967154,False,False,0.0010150009471130682,586249,233952,30,12,Window_20000,Promotion,mean
19,2001-01-24,2001-01-30,20000,20000,2000-12-26,2001-01-16,20000,20000,2.8836699516937063,0.007626452077550975,False,False,0.00025995022604905697,586249,233952,30,12,Window_20000,Promotion,mean
37,2001-01-27,2001-02-13,20000,20000,2000-11-19,2000-11-24,20000,20000,-2.805232049498532,0.010312282445771901,False,False,0.0001694392021937066,586249,233952,30,12,Window_20000,Promotion,mean
290,2001-02-21,2001-02-25,20000,20000,2000-12-31,2001-01-16,20000,20000,2.8220111662876755,0.010531203644832055,False,False,1.0,586249,233952,30,12,Window_20000,Promotion,mean
260,2001-02-18,2001-02-23,20000,20000,2000-12-31,2001-01-16,20000,20000,2.7989975704547025,0.010753797240838931,False,False,1.0,586249,233952,30,12,Window_20000,Promotion,mean
11,2001-01-24,2001-01-30,20000,20000,2000-11-29,2000-12-13,20000,20000,2.7921799808893897,0.011249869171389655,False,False,1.0,586249,233952,30,12,Window_20000,Promotion,mean
10,2001-01-24,2001-01-30,20000,20000,2000-11-26,2000-12-13,20000,20000,2.7482696161977502,0.011449299381940564,False,False,0.0451672446766542,586249,233952,30,12,Window_20000,Promotion,mean
24,2001-01-24,2001-01-30,20000,20000,2001-01-01,2001-01-18,20000,20000,2.6179492050261084,0.015378568215442845,False,False,0.000520672346431023,586249,233952,30,12,Window_20000,Promotion,mean
289,2001-02-21,2001-02-25,20000,20000,2000-12-26,2001-01-16,20000,20000,2.520063850874652,0.018489757525742407,False,False,2.3838298641227715e-05,586249,233952,30,12,Window_20000,Promotion,mean
259,2001-02-18,2001-02-23,20000,20000,2000-12-26,2001-01-16,20000,20000,2.506341234118837,0.01878579904719675,False,False,8.28697931088572e-05,586249,233952,30,12,Window_20000,Promotion,mean
127,2001-02-03,2001-02-12,20000,20000,2000-11-19,2000-11-24,20000,20000,-2.5337720156704977,0.023856062358869626,False,False,0.6480768681391461,586249,233952,30,12,Window_20000,Promotion,mean
281,2001-02-21,2001-02-25,20000,20000,2000-11-29,2000-12-13,20000,20000,2.4600622613519842,0.02423410227832068,False,False,0.44860950370628283,586249,233952,30,12,Window_20000,Promotion,mean
154,2001-02-01,2001-02-14,20000,20000,2000-11-11,2000-11-14,20000,20000,-2.482144806848627,0.024539306911118768,False,False,0.02299039409246495,586249,233952,30,12,Window_20000,Promotion,mean
280,2001-02-21,2001-02-25,20000,20000,2000-11-26,2000-12-13,20000,20000,2.415563379229521,0.024908519213555615,False,False,0.007567264746387473,586249,233952,30,12,Window_20000,Promotion,mean
251,2001-02-18,2001-02-23,20000,20000,2000-11-29,2000-12-13,20000,20000,2.42877890898442,0.025244615757653136,False,False,0.7093881150142265,586249,233952,30,12,Window_20000,Promotion,mean
250,2001-02-18,2001-02-23,20000,20000,2000-11-26,2000-12-13,20000,20000,2.3819172245555778,0.026297513069600247,False,False,0.019630657257290702,586249,233952,30,12,Window_20000,Promotion,mean
150,2001-02-01,2001-02-14,20000,20000,2000-11-01,2000-11-04,20000,20000,-2.4296022035817804,0.027262061292209875,False,False,0.02299039409246495,586249,233952,30,12,Window_20000,Promotion,mean
17,2001-01-24,2001-01-30,20000,20000,2000-12-16,2000-12-27,20000,20000,2.4036199769494666,0.027921247163752008,False,False,0.6788452994243181,586249,233952,30,12,Window_20000,Promotion,mean
294,2001-02-21,2001-02-25,20000,20000,2001-01-01,2001-01-18,20000,20000,2.297923580405762,0.03194084646081515,False,False,4.976233487907417e-05,586249,233952,30,12,Window_20000,Promotion,mean
264,2001-02-18,2001-02-23,20000,20000,2001-01-01,2001-01-18,20000,20000,2.264567444512869,0.03373630747768293,False,False,0.0001694392021937066,586249,233952,30,12,Window_20000,Promotion,mean
110,2001-02-04,2001-02-13,20000,20000,2000-12-31,2001-01-16,20000,20000,2.1357632999309843,0.042677340251073934,True,False,0.29583902434881637,586249,233952,30,12,Window_20000,Promotion,mean
184,2001-02-01,2001-02-16,20000,20000,2000-11-11,2000-11-14,20000,20000,-2.130540544410106,0.04717371049621783,False,False,8.861088252091494e-05,586249,233952,30,12,Window_20000,Promotion,mean
180,2001-02-01,2001-02-16,20000,20000,2000-11-01,2000-11-04,20000,20000,-2.0984330830504017,0.05024438215057655,False,False,8.861088252091494e-05,586249,233952,30,12,Window_20000,Promotion,mean
287,2001-02-21,2001-02-25,20000,20000,2000-12-16,2000-12-27,20000,20000,2.124246070765379,0.05068511976243693,False,False,0.22067136191984324,586249,233952,30,12,Window_20000,Promotion,mean
257,2001-02-18,2001-02-23,20000,20000,2000-12-16,2000-12-27,20000,20000,2.078077819655963,0.05415740543373034,False,False,0.41258875497702674,586249,233952,30,12,Window_20000,Promotion,mean
