result,coverage,p-value,capitalRisk
1,0.5949170340181319,2.7625680357346963e-36,1.2012955662236272e-30
2,0.6284946040921566,3.237939329961368e-36,1.2012923282842972e-30
3,0.6651379127505613,6.124752488937074e-36,1.2012862035318083e-30
4,0.6823081281710055,7.46105008876009e-36,1.2012787424817196e-30
5,0.7444234488064543,1.8814324987742144e-35,1.2012599281567317e-30
6,0.8263055705730683,1.291117664068922e-34,1.201130816390325e-30
7,0.9344368606005157,3.802663678721219e-33,1.1973281527116037e-30
8,0.9520762288946186,1.0563196735366757e-31,1.0916961853579361e-30
9,0.9678025971055477,4.590363871629184e-31,6.326597981950177e-31
10,0.9806932545953589,6.326597981950178e-31,0.0
