result,coverage,p-value,capitalRisk
1,0.6081312900274474,3.802663678721219e-33,1.1974956651129418e-30
2,0.7030483240455793,2.7625680357346963e-36,1.197492902544906e-30
3,0.7849304458121933,1.291117664068922e-34,1.197363790778499e-30
4,0.8470457664476421,1.8814324987742144e-35,1.1973449764535114e-30
5,0.8836890751060468,6.124752488937074e-36,1.1973388517010224e-30
6,0.9172666451800715,3.237939329961368e-36,1.1973356137616925e-30
7,0.9349060134741745,1.0563196735366757e-31,1.0917036464080248e-30
8,0.9520762288946186,7.46105008876009e-36,1.0916961853579361e-30
9,0.9678025971055477,4.590363871629184e-31,6.326597981950177e-31
10,0.9806932545953589,6.326597981950178e-31,0.0
