result,coverage,p-value,capitalRisk
1,0.6081312900274474,1.0885779630387141e-11,4.610594874445472e-22
2,0.7030483240455793,4.610598818541643e-22,0.0
3,0.7849304458121933,1.1583756969675282e-31,0.0
4,0.8470457664476421,1.1643367823413005e-53,0.0
5,0.8836890751060468,4.901303309196248e-92,0.0
6,0.9172666451800715,2.818952531109199e-98,0.0
7,0.9349060134741745,2.067183651409182e-133,0.0
8,0.9520762288946186,6.585227096556157e-141,0.0
9,0.9678025971055477,1.0611347838777759e-139,0.0
10,0.9806932545953589,5.01345192050684e-152,0.0
