result,coverage,p-value,capitalRisk
1,0.5949170340181319,1.207179736892629e-35,5.970366166872276e-26
2,0.6570323546535806,1.7879559133871311e-34,5.970366148992716e-26
3,0.6906099247276054,2.455132731575001e-34,5.97036612444139e-26
4,0.7272532333860101,3.1201263384268222e-34,5.970366093240126e-26
5,0.8091353551526241,6.887784327367685e-34,5.970366024362282e-26
6,0.9172666451800715,1.30342394138144e-32,5.970364720938342e-26
7,0.9344368606005157,5.666161253128851e-32,5.970359054777089e-26
8,0.9520762288946186,3.4327009060647364e-28,5.936032045716441e-26
9,0.9678025971055477,4.0570671408423285e-27,5.530325331632208e-26
10,0.9806932545953589,5.530325331632208e-26,0.0
