result,coverage,p-value,capitalRisk
1,0.5171702154204442,3.404856782274335e-39,1.598966925241652e-33
2,0.5507477854944689,7.167811976668849e-38,1.5988952471218853e-33
3,0.5873910941528736,1.909897030676127e-37,1.5987042574188178e-33
4,0.6823081281710055,7.400585223687099e-37,1.597964198896449e-33
5,0.7444234488064543,2.536876321589897e-36,1.595427322574859e-33
6,0.8263055705730683,2.896724832832083e-35,1.5664600742465383e-33
7,0.8391962280628795,3.589785336651336e-35,1.530562220880025e-33
8,0.8568355963569825,9.347949005571938e-35,1.4370827308243055e-33
9,0.8725619645679116,1.7426051316329412e-34,1.2628222176610114e-33
10,0.9806932545953589,1.2628222176610114e-33,0.0
