result,coverage,p-value,capitalRisk
1,0.5128906574898112,2.521020539694125e-28,1.2271647851670194e-07
2,0.6078076915079431,7.133299829240144e-27,1.2271647851670194e-07
3,0.7159389815353905,2.1963799190815374e-25,1.2271647851670194e-07
4,0.7978211033020045,6.476088384790436e-24,1.2271647851670194e-07
5,0.8599364239374532,7.731056863519638e-21,1.227164785166942e-07
6,0.8756627921483823,4.511495373067594e-14,1.2271643340174048e-07
7,0.8928330075688264,6.135774956357704e-11,1.226550756521769e-07
8,0.9294763162272311,3.826962667130955e-10,1.222723793854638e-07
9,0.9630538863012559,5.723730159866219e-08,6.503507778680161e-08
10,0.9806932545953588,6.50350777868016e-08,0.0
