result,coverage,p-value,capitalRisk
1,0.5128906574898112,9.486024538906396e-212,6.489381330689204e-88
2,0.5300608729102554,1.1275400602650052e-201,6.489381330689204e-88
3,0.5457872411211845,4.3041460100479315e-200,6.489381330689204e-88
4,0.5634266094152874,2.910383558038994e-194,6.489381330689204e-88
5,0.5970041794893122,3.651239597608089e-163,6.489381330689204e-88
6,0.6336474881477169,1.0428233662249212e-157,6.489381330689204e-88
7,0.6957628087831655,7.731176675467883e-126,6.489381330689204e-88
8,0.7776449305497796,1.007941470752712e-107,6.489381330689204e-88
9,0.8725619645679115,1.3390844322885941e-100,6.489381330687865e-88
10,0.9806932545953588,6.489381330687865e-88,0.0
